url,domain_age_days,blacklist_flag,label
https://www.petsmart.com,5000,0,safe
https://www.chewy.com,5000,0,safe
https://www.petco.com,5000,0,safe
https://www.pet-supplies.com,5000,0,safe
https://www.onlynaturalpet.com,5000,0,safe
https://www.wag.com,5000,0,safe
https://www.toysrus.com,5000,0,safe
https://www.fao.com,5000,0,safe
https://www.build-a-bear.com,5000,0,safe
https://www.lego.com,5000,0,safe
https://www.hasbro.com,5000,0,safe
https://www.mattel.com,5000,0,safe
https://www.shopdisney.com,5000,0,safe
https://www.hot-topic.com,5000,0,safe
https://www.boxlunch.com,5000,0,safe
https://www.spencers.com,5000,0,safe
https://www.gamestop.com,5000,0,safe
https://www.thinkgeek.com,5000,0,safe
https://www.microcenter.com,5000,0,safe
https://www.tigerdirect.com,5000,0,safe
https://www.bhphotovideo.com,5000,0,safe
https://www.adorama.com,5000,0,safe
https://www.crutchfield.com,5000,0,safe
https://www.sweetwater.com,5000,0,safe
https://www.guitarcenter.com,5000,0,safe
https://www.samash.com,5000,0,safe
https://www.musiciansfriend.com,5000,0,safe
https://www.zzounds.com,5000,0,safe
https://www.americanmusical.com,5000,0,safe
https://www.thomann.de,5000,0,safe
https://www.wwbw.com,5000,0,safe
https://www.rossstores.com,5000,0,safe
https://www.burlington.com,5000,0,safe
https://www.tjmaxx.com,5000,0,safe
https://www.marshalls.com,5000,0,safe
https://www.sierratradingpost.com,5000,0,safe
https://www.nordstromrack.com,5000,0,safe
https://www.saks-off-5th.com,5000,0,safe
https://www.neimanmarcus-lastcall.com,5000,0,safe
https://www.century21.com,5000,0,safe
https://www.coldwellbanker.com,5000,0,safe
https://www.remax.com,5000,0,safe
https://www.cbree.com,5000,0,safe
https://www.loopnet.com,5000,0,safe
https://www.apartments.com,5000,0,safe
https://www.zumper.com,5000,0,safe
https://www.airbnb.com,5000,0,safe
https://www.vrbo.com,5000,0,safe
https://www.booking.com,5000,0,safe
https://www.expedia.com,5000,0,safe
https://www.kayak.com,5000,0,safe
https://www.priceline.com,5000,0,safe
https://www.tripadvisor.com,5000,0,safe
https://www.orbitz.com,5000,0,safe
https://www.hotels.com,5000,0,safe
https://www.hilton.com,5000,0,safe
https://www.marriott.com,5000,0,safe
https://www.hyatt.com,5000,0,safe
https://www.ihg.com,5000,0,safe
https://www.choicehotels.com,5000,0,safe
https://www.delta.com,5000,0,safe
https://www.united.com,5000,0,safe
https://www.aa.com,5000,0,safe
https://www.southwest.com,5000,0,safe
https://www.jetblue.com,5000,0,safe
https://www.alaskaair.com,5000,0,safe
https://www.spirit.com,5000,0,safe
https://www.frontier.com,5000,0,safe
https://www.amtrak.com,5000,0,safe
https://www.greyhound.com,5000,0,safe
https://www.enterprise.com,5000,0,safe
https://www.hertz.com,5000,0,safe
https://www.avis.com,5000,0,safe
https://www.budget.com,5000,0,safe
https://www.nationalcar.com,5000,0,safe
https://www.mapquest.com,5000,0,safe
https://www.waze.com,5000,0,safe
https://www.mapbox.com,5000,0,safe
https://www.openstreetmap.org,5000,0,safe
https://www.garmin.com,5000,0,safe
https://www.tomtom.com,5000,0,safe
https://www.gps.gov,5000,0,safe
https://www.faa.gov,5000,0,safe
https://www.tsa.gov,5000,0,safe
https://www.dot.gov,5000,0,safe
https://www.fhwa.dot.gov,5000,0,safe
https://www.epa.gov,5000,0,safe
https://www.noaa.gov,5000,0,safe
https://www.usgs.gov,5000,0,safe
https://www.nsf.gov,5000,0,safe
https://www.energy.gov,5000,0,safe
https://www.defense.gov,5000,0,safe
https://www.army.mil,5000,0,safe
https://www.navy.mil,5000,0,safe
https://www.airforce.com,5000,0,safe
https://www.marines.com,5000,0,safe
https://www.spaceforce.mil,5000,0,safe
https://www.coastguard.com,5000,0,safe
https://www.fda.gov,5000,0,safe
https://www.ftc.gov,5000,0,safe
https://www.fcc.gov,5000,0,safe
https://www.consumerfinance.gov,5000,0,safe
https://www.consumerreports.org,5000,0,safe
https://www.bbb.org,5000,0,safe
https://www.yelp.com,5000,0,safe
https://www.tripadvisor.com,5000,0,safe
https://www.angieslist.com,5000,0,safe
https://www.homeadvisor.com,5000,0,safe
https://www.thumbtack.com,5000,0,safe
https://www.taskrabbit.com,5000,0,safe
https://www.care.com,5000,0,safe
https://www.glassdoor.com,5000,0,safe
https://www.indeed.com,5000,0,safe
https://www.monster.com,5000,0,safe
https://www.ziprecruiter.com,5000,0,safe
https://www.careerbuilder.com,5000,0,safe
https://www.simplyhired.com,5000,0,safe
https://www.dice.com,5000,0,safe
https://www.theladders.com,5000,0,safe
https://www.roberthalf.com,5000,0,safe
https://www.upwork.com,5000,0,safe
https://www.fiverr.com,5000,0,safe
https://www.freelancer.com,5000,0,safe
https://www.guru.com,5000,0,safe
https://www.peopleperhour.com,5000,0,safe
https://www.toptal.com,5000,0,safe
https://www.99designs.com,5000,0,safe
https://www.artstation.com,5000,0,safe
https://www.deviantart.com,5000,0,safe
https://www.behance.net,5000,0,safe
https://www.dribbble.com,5000,0,safe
https://www.smugmug.com,5000,0,safe
https://www.500px.com,5000,0,safe
https://www.vsco.co,5000,0,safe
https://www.medium.com,5000,0,safe
https://www.blogger.com,5000,0,safe
https://www.wordpress.com,5000,0,safe
https://www.typepad.com,5000,0,safe
https://www.livejournal.com,5000,0,safe
https://www.blog.com,5000,0,safe
https://www.ghost.org,5000,0,safe
https://www.substack.com,5000,0,safe
https://www.godaddy.com,5000,0,safe
https://www.namecheap.com,5000,0,safe
https://www.bluehost.com,5000,0,safe
https://www.hostgator.com,5000,0,safe
https://www.siteground.com,5000,0,safe
https://www.dreamhost.com,5000,0,safe
https://www.aws.amazon.com,5000,0,safe
https://www.cloud.google.com,5000,0,safe
https://www.azure.microsoft.com,5000,0,safe
https://www.digitalocean.com,5000,0,safe
https://www.linode.com,5000,0,safe
https://www.vultr.com,5000,0,safe
https://www.heroku.com,5000,0,safe
https://www.netlify.com,5000,0,safe
https://www.vercel.com,5000,0,safe
https://www.cloudflare.com,5000,0,safe
https://www.akamai.com,5000,0,safe
https://www.fastly.com,5000,0,safe
https://www.stackpath.com,5000,0,safe
https://www.keycdn.com,5000,0,safe
https://www.cpanel.net,5000,0,safe
https://www.plesk.com,5000,0,safe
https://www.parallels.com,5000,0,safe
https://www.cnet.com,5000,0,safe
https://www.techradar.com,5000,0,safe
https://www.engadget.com,5000,0,safe
https://www.gizmodo.com,5000,0,safe
https://www.theverge.com,5000,0,safe
https://www.ars-technica.com,5000,0,safe
https://www.wired.com,5000,0,safe
https://www.mashable.com,5000,0,safe
https://www.venturebeat.com,5000,0,safe
https://www.techcrunch.com,5000,0,safe
https://www.recode.net,5000,0,safe
https://www.businessinsider.com,5000,0,safe
https://www.investopedia.com,5000,0,safe
https://www.thebalance.com,5000,0,safe
https://www.kiplinger.com,5000,0,safe
https://www.morningstar.com,5000,0,safe
https://www.fool.com,5000,0,safe
https://www.seekingalpha.com,5000,0,safe
https://www.zacks.com,5000,0,safe
https://www.marketwatch.com,5000,0,safe
https://www.investing.com,5000,0,safe
https://www.yahoofinance.com,5000,0,safe
https://www.reuters.com,5000,0,safe
https://www.ap.org,5000,0,safe
https://www.bbc.com,5000,0,safe
https://www.theguardian.com,5000,0,safe
https://www.aljazeera.com,5000,0,safe
https://www.npr.org,5000,0,safe
https://www.pbs.org,5000,0,safe
https://www.c-span.org,5000,0,safe
https://www.politico.com,5000,0,safe
https://www.thehill.com,5000,0,safe
https://www.rollcall.com,5000,0,safe
https://www.fivethirtyeight.com,5000,0,safe
https://www.vox.com,5000,0,safe
https://www.vice.com,5000,0,safe
https://www.buzzfeed.com,5000,0,safe
https://www.huffpost.com,5000,0,safe
https://www.business.com,5000,0,safe
https://www.entrepreneur.com,5000,0,safe
https://www.inc.com,5000,0,safe
https://www.fastcompany.com,5000,0,safe
https://www.wework.com,5000,0,safe
https://www.regus.com,5000,0,safe
https://www.sba.gov,5000,0,safe
https://www.score.org,5000,0,safe
https://www.incfile.com,5000,0,safe
https://www.legalzoom.com,5000,0,safe
https://www.rocketlawyer.com,5000,0,safe
https://www.nolo.com,5000,0,safe
https://www.findlaw.com,5000,0,safe
https://www.avvo.com,5000,0,safe
https://www.martindale.com,5000,0,safe
https://www.justia.com,5000,0,safe
https://www.cornell.edu,5000,0,safe
https://www.cmu.edu,5000,0,safe
https://www.princeton.edu,5000,0,safe
https://www.yale.edu,5000,0,safe
https://www.columbia.edu,5000,0,safe
https://www.upenn.edu,5000,0,safe
https://www.brown.edu,5000,0,safe
https://www.dartmouth.edu,5000,0,safe
https://www.duke.edu,5000,0,safe
https://www.northwestern.edu,5000,0,safe
https://www.jhu.edu,5000,0,safe
https://www.uchicago.edu,5000,0,safe
https://www.caltech.edu,5000,0,safe
https://www.ucla.edu,5000,0,safe
https://www.usc.edu,5000,0,safe
https://www.uw.edu,5000,0,safe
https://www.umich.edu,5000,0,safe
https://www.illinois.edu,5000,0,safe
https://www.purdue.edu,5000,0,safe
https://www.osu.edu,5000,0,safe
https://www.psu.edu,5000,0,safe
https://www.tamu.edu,5000,0,safe
https://www.uf.edu,5000,0,safe
https://www.unc.edu,5000,0,safe
https://www.virginia.edu,5000,0,safe
https://www.wisc.edu,5000,0,safe
https://www.mcgill.ca,5000,0,safe
https://www.utoronto.ca,5000,0,safe
https://www.ubc.ca,5000,0,safe
https://www.ox.ac.uk,5000,0,safe
https://www.cam.ac.uk,5000,0,safe
https://www.imperial.ac.uk,5000,0,safe
https://www.lse.ac.uk,5000,0,safe
https://www.kcl.ac.uk,5000,0,safe
https://www.manchester.ac.uk,5000,0,safe
https://www.ed.ac.uk,5000,0,safe
https://www.ucl.ac.uk,5000,0,safe
https://www.ft.com,5000,0,safe
https://www.economist.com,5000,0,safe
https://www.newsweek.com,5000,0,safe
https://www.time.com,5000,0,safe
https://www.nationalgeographic.com,5000,0,safe
https://www.smithsonianmag.com,5000,0,safe
https://www.history.com,5000,0,safe
https://www.discovery.com,5000,0,safe
https://www.natgeo.com,5000,0,safe
https://www.sciencemag.org,5000,0,safe
https://www.nature.com,5000,0,safe
https://www.scientificamerican.com,5000,0,safe
https://www.popularmechanics.com,5000,0,safe
https://www.wired.co.uk,5000,0,safe
https://www.techmeme.com,5000,0,safe
https://www.anandtech.com,5000,0,safe
https://www.tomshardware.com,5000,0,safe
https://www.pcworld.com,5000,0,safe
https://www.digitaltrends.com,5000,0,safe
https://www.howtogeek.com,5000,0,safe
https://www.lifehacker.com,5000,0,safe
https://www.gizmodo.com.au,5000,0,safe
https://www.softpedia.com,5000,0,safe
https://www.majorgeeks.com,5000,0,safe
